Wind_Direction,Wind_Speed,Wave_Height,Surge,Sway,Heave,Pitch,Yaw,Roll
0,3,23,13.196254071950912,-1.045973028242588,-0.10870434981355083,2.643684998512268,-0.4181410024911165,0.35707118924334647
0,3,24,6.7179983630776405,-0.007509185286835418,-0.15848618978634477,0.4956825915724039,0.019642431376269087,0.015216379295452498
0,4,4,4.173004965364933,-0.017254412504639275,-0.011525219138216925,0.7880725586265326,0.004170280238755367,0.010681200909542724
0,4,5,5.7679734436273575,-0.04443062252469827,-0.032072380381815944,1.1311024949997663,0.009511644383693466,0.025812904266646897
0,4,6,7.523299618601799,-0.0754986665584147,-0.062199145768979634,1.5318486532568931,0.015050368594115071,0.0459815709698014
0,4,7,9.443925064802169,-0.1167085664588958,-0.09977575207521659,1.9814793114364146,0.02049855733983577,0.06960085648018867
0,4,8,11.615133180379868,-0.15347456180118024,-0.1527191761508584,2.491009194135666,0.024037665526615456,0.09727831885963678
0,4,9,14.533411163568497,-0.19286294647678734,-0.23367696018517017,3.124974176108837,0.025794463770347647,0.12128165748342871
0,4,10,17.78329452419281,-0.21481464324891567,-0.3278325939513743,3.827280248761177,0.019849175505041786,0.14441188648715617
0,4,11,21.02600288820267,-0.25320428974553943,-0.44478109318763015,4.532640569448471,0.006613140968813013,0.17094546638429164
0,4,12,20.349143660545348,-0.3346538478657603,-0.47091962975263596,4.848093223929405,-0.004283731612742713,0.2050906518213451
0,4,13,17.52655401134491,-0.4336931398510933,-0.35694632456079123,4.005447043478489,-0.030538966248146608,0.23389905310794712
0,4,14,16.36205341863632,-0.48975447107851505,-0.3105473838187754,3.5329654313325882,-0.05848939128685743,0.24983034151419997
0,4,15,15.263960750579834,-0.5544924228861928,-0.27169729641638696,3.1934860545396804,-0.08440439284034074,0.2615566067583859
0,4,16,14.469937490940094,-0.6208388449177146,-0.2424465468872677,2.95786825633049,-0.10860740556381643,0.2720485539250076
